"district","street_type","name"
"Деснянський","Провулок","Вiдпочинку 1-й"
"Деснянський","Провулок","Ворошилова 1-й"
"Деснянський","Провулок","Корольова 1-й"
"Деснянський","Провулок","Механiзаторiв 1-й"
"Деснянський","Провулок","Надiї 1-й"
"Деснянський","Провулок","Орджонiкiдзе 1-й"
"Деснянський","Провулок","Радищева 1-й"
"Деснянський","Провулок","Рахматулiна 1-й"
"Деснянський","Провулок","Тракторний 1-й"
"Деснянський","Провулок","Шевченка 1-й"
"Деснянський","Провулок","Корольова 2-й"
"Деснянський","Провулок","Кривоноса 2-й"
"Деснянський","Провулок","Механiзаторiв 2-й"
"Деснянський","Провулок","Надiї 2-й"
"Деснянський","Провулок","Орджонiкiдзе 2-й"
"Деснянський","Провулок","Радищева 2-й"
"Деснянський","Провулок","Рахматулiна 2-й"
"Деснянський","Провулок","Тракторний 2-й"
"Деснянський","Провулок","Кривоноса 3-й"
"Деснянський","Провулок","Надiї 3-й"
"Деснянський","Провулок","Білевич Олени"
"Деснянський","Провулок","Береговий"
"Деснянський","Провулок","Бобровицький"
"Деснянський","Провулок","Борщова"
"Деснянський","Провулок","Віліса Лаціса"
"Деснянський","Провулок","Дзержинського"
"Деснянський","Провулок","Дундича"
"Деснянський","Провулок","Кибальчича"
"Деснянський","Провулок","Корольова"
"Деснянський","Провулок","Молодiжний"
"Деснянський","Провулок","Нiжинський"
"Деснянський","Провулок","Некрасова"
"Деснянський","Провулок","Овражний"
"Деснянський","Провулок","Пiвнiчний"
"Деснянський","Провулок","Павлова"
"Деснянський","Провулок","Паризької Комуни"
"Деснянський","Провулок","Партизанський"
"Деснянський","Провулок","Проектний"
"Деснянський","Провулок","Сагайдак"
"Деснянський","Провулок","Сосницький"
"Деснянський","Провулок","Сосновий"
"Деснянський","Провулок","Стриженський"
"Деснянський","Провулок","Травня"
"Деснянський","Провулок","Фiкселя"
"Деснянський","Провулок","Червоногвардiйський"
"Деснянський","Провулок","Чернiгiвський"
"Деснянський","Провулок","Шевченка"
"Деснянський","Провулок","Шкiльний"
"Деснянський","Проспект","Миру"
"Деснянський","Вулиця","Боженка"
"Деснянський","Вулиця","Каштанова"
"Деснянський","Вулиця","Коцюбинського"
"Деснянський","Вулиця","Лисенка"
"Деснянський","Вулиця","Магістратська"
"Деснянський","Вулиця","Перемоги"
"Деснянський","Вулиця","Полiська"
"Деснянський","Вулиця","Прорiзна"
"Деснянський","Вулиця","Старий Вокзал"
"Деснянський","Вулиця","Банченкова"
"Деснянський","Вулиця","Берегова"
"Деснянський","Вулиця","Бєлова"
"Деснянський","Вулиця","Блакитного"
"Деснянський","Вулиця","Борщова"
"Деснянський","Вулиця","Братів Гарамiв"
"Деснянський","Вулиця","Вiдпочинку"
"Деснянський","Вулиця","Вишнева"
"Деснянський","Вулиця","Віліса Лацiса"
"Деснянський","Вулиця","Волкова"
"Деснянський","Вулиця","Волковича"
"Деснянський","Вулиця","Ворошилова"
"Деснянський","Вулиця","Гоголя"
"Деснянський","Вулиця","Гориста"
"Деснянський","Вулиця","Городнянська"
"Деснянський","Вулиця","Господарська"
"Деснянський","Вулиця","Грибоєдова"
"Деснянський","Вулиця","Грушевського"
"Деснянський","Вулиця","Деснянська"
"Деснянський","Вулиця","Дзержинського"
"Деснянський","Вулиця","Довженка"
"Деснянський","Вулиця","Дундича"
"Деснянський","Вулиця","Єрьоменка"
"Деснянський","Вулиця","Жуковського"
"Деснянський","Вулиця","Ібаррурi"
"Деснянський","Вулиця","Інтернацiональна"
"Деснянський","Вулиця","Кiльцева"
"Деснянський","Вулиця","Калiнiна"
"Деснянський","Вулиця","Калинова"
"Деснянський","Вулиця","Кибальчича"
"Деснянський","Вулиця","Київська"
"Деснянський","Вулиця","Кленова"
"Деснянський","Вулиця","Комарова"
"Деснянський","Вулиця","Комунальна"
"Деснянський","Вулиця","Кордiвка"
"Деснянський","Вулиця","Короленка"
"Деснянський","Вулиця","Котляревського"
"Деснянський","Вулиця","Кочерги"
"Деснянський","Вулиця","Кошового"
"Деснянський","Вулиця","Крайня"
"Деснянський","Вулиця","Кривоноса"
"Деснянський","Вулиця","Кривулевська"
"Деснянський","Вулиця","Курганна"
"Деснянський","Вулиця","Лiсна"
"Деснянський","Вулиця","Лермонтова"
"Деснянський","Вулиця","Ломоносова"
"Деснянський","Вулиця","Малиновського"
"Деснянський","Вулиця","Петровського"
"Деснянський","Провулок","Короленка 1-й"
"Деснянський","Провулок","Кривоноса 1-й"
