"district","street_type","name"
"Личаківський","Вулиця","Милятинська"
"Личаківський","Вулиця","Миргородська"
"Залізничний","Вулиця","Мирна"
"Сихівський","Вулиця","Мирного Панаса"
"Залізничний","Вулиця","Мисливська"
"Личаківський","Площа","Митна"
"Залізничний","Вулиця","Митрополита Андрея"
"Галицький","Вулиця","Михальчука"
"Сихівський","Вулиця","Мишуги Олександра"
"Шевченківський","Вулиця","Мідна"
"Личаківський","Вулиця","Міжгірна"
"Шевченківський","Вулиця","Міртова"
"Галицький","Площа","Міцкевича Адама"
"Шевченківський","Вулиця","Млинова"
"Шевченківський","Вулиця","Мови Василя"
"Личаківський","Вулиця","Могили Петра"
"Шевченківський","Вулиця","Могильницького Антіна"
"Залізничний","Вулиця","Молдавська"
"Шевченківський","Вулиця","Молодіжна"
"Личаківський","Вулиця","Молочна"
"Личаківський","Вулиця","Монгольська"
"Шевченківський","Вулиця","Моринецька"
"Залізничний","Вулиця","Морозенка Нестора"
"Сихівський","Вулиця","Морозна"
"Франківський","Вулиця","Моршинська"
"Залізничний","Вулиця","Мостова"
"Шевченківський","Вулиця","Мосяжна"
"Залізничний","Вулиця","Моторна"
"Галицький","Площа","Музейна"
"Залізничний","Вулиця","Музики Ярослави"
"Шевченківський","Вулиця","Мукачівська"
"Шевченківський","Вулиця","Мулярська"
"Залізничний","Вулиця","Мундяк Марії"
"Галицький","Вулиця","Мурави Марка"
"Шевченківський","Вулиця","Мурашка Олександра"
"Личаківський","Вулиця","Мурована"
"Личаківський","Вулиця","Мучна"
"Сихівський","Вулиця","Мушака Юрія"
"Шевченківський","Вулиця","На Нивах"
"Личаківський","Вулиця","На Сторожі"
"Залізничний","Вулиця","На Чвертях"
"Личаківський","Вулиця","Навколишня"
"Личаківський","Вулиця","Навої Алішера"
"Сихівський","Вулиця","Навроцького В'ячеслава"
"Шевченківський","Вулиця","Нагірна"
"Франківський","Вулиця","Нагірних"
"Личаківський","Вулиця","Над Джерелом"
"Сихівський","Вулиця","Надійна"
"Личаківський","Вулиця","Над'ярна"
"Шевченківський","Вулиця","Назарука Осипа"
"Галицький","Вулиця","Наливайка Северина"
"Залізничний","Вулиця","Нарбута Георгія"
"Франківський","Вулиця","Народна"
"Залізничний","Вулиця","Нарцисова"
"Шевченківський","Вулиця","Насипна"
"Залізничний","Вулиця","Насінна"
"Личаківський","Вулиця","Наступальна"
"Франківський","Вулиця","Наукова"
"Личаківський","Вулиця","Нафтова"
"Залізничний","Вулиця","Невелика"
"Личаківський","Вулиця","Некрасова Миколи"
"Залізничний","Вулиця","Немирівська"
"Залізничний","Вулиця","Нечая Дмитра"
"Франківський","Вулиця","Нечуя-Левицького Івана"
"Галицький","Вулиця","Нижанківського Остапа"
"Залізничний","Вулиця","Низинна"
"Личаківський","Вулиця","Низова"
"Галицький","Вулиця","Низький Замок"
"Личаківський","Вулиця","Ніжинська"
"Личаківський","Вулиця","Ніщинського Петра"
"Залізничний","Вулиця","Новаківського Олекси"
"Франківський","Вулиця","Новий Світ"
"Личаківський","Вулиця","Новознесенська"
"Шевченківський","Вулиця","Огіркова"
"Шевченківський","Вулиця","Оглоблина Олександра"
"Залізничний","Вулиця","Одеська"
"Франківський","Вулиця","Ожешко Елізи"
"Залізничний","Вулиця","Ожинова"
"Залізничний","Вулиця","Озаркевича Євгена"
"Залізничний","Вулиця","Озерна"
"Франківський","Вулиця","Околична"
"Франківський","Вулиця","Окружна"
"Шевченківський","Вулиця","Окуневського Теофіла"
"Залізничний","Вулиця","Олесницького Євгена"
"Личаківський","Вулиця","Олеся Олександра"
"Залізничний","Вулиця","Олешківська"
"Личаківський","Вулиця","Олійна"
"Личаківський","Вулиця","Ольжича Олега"
"Франківський","Вулиця","Опільського Юліана"
"Личаківський","Вулиця","Опришківська"
"Залізничний","Вулиця","Орельська"
"Шевченківський","Вулиця","Орлика Пилипа"
"Сихівський","Вулиця","Орлина"
"Шевченківський","Вулиця","Орна"
"Сихівський","Вулиця","Освицька"
"Залізничний","Вулиця","Осикова"
"Франківський","Вулиця","Остроградських"
"Личаківський","Вулиця","Острозького Костянтина"
"Шевченківський","Вулиця","Остряниці Якова"
"Шевченківський","Вулиця","Очаківська"
"Шевченківський","Вулиця","Очеретяна"
"Личаківський","Вулиця","Павлова Івана"
"Личаківський","Вулиця","Падури Томаша"
"Личаківський","Вулиця","Палія Семена"
"Шевченківський","Вулиця","Панча Петра"
"Личаківський","Вулиця","Панчишина Мар'яна"
"Шевченківський","Вулиця","Паньківського Северина"
"Шевченківський","Вулиця","Папарівка"
"Залізничний","Вулиця","Папоротна"
"Залізничний","Вулиця","Параджанова Сергія"
"Франківський","Вулиця","Паращука Михайла"
"Галицький","Вулиця","Паркова"
"Залізничний","Вулиця","Парова"
"Залізничний","Вулиця","Паровозна"
"Личаківський","Вулиця","Парфановичів"
"Личаківський","Вулиця","Пасіки Галицькі"
"Личаківський","Вулиця","Пасічна"
"Сихівський","Вулиця","Пасічна"
"Франківський","Вулиця","Пастернака Ярослава"
"Залізничний","Вулиця","Патона Євгена"
"Шевченківський","Вулиця","Пачовського Василя"
"Личаківський","Вулиця","Пекарська"
"Шевченківський","Вулиця","Перекопська"
"Сихівський","Вулиця","Перелітна"
"Франківський","Вулиця","Перемиська"
"Личаківський","Вулиця","Переможна"
"Личаківський","Вулиця","Перехід"
"Личаківський","Вулиця","Переяславська"
"Залізничний","Вулиця","Перова Василя"
"Сихівський","Вулиця","Персенківка"
"Франківський","Вулиця","Перфецького Леоніда"
"Залізничний","Вулиця","Петлюри Симона"
"Шевченківський","Вулиця","Петрицького Анатолія"
"Шевченківський","Вулиця","Петровського Григорія"
"Личаківський","Вулиця","Петрусенко Оксани"
"Личаківський","Площа","Петрушевича Євгена"
"Шевченківський","Вулиця","Пильникарська"
"Сихівський","Вулиця","Пимоненка Миколи"
"Личаківський","Вулиця","Пинська"
"Сихівський","Вулиця","Пирогівка"
"Личаківський","Вулиця","Півколо"
"Шевченківський","Вулиця","Під Голоском"
"Шевченківський","Вулиця","Під Дубом"
"Галицький","Вулиця","Підвальна"
"Личаківський","Вулиця","Підвальна"
"Залізничний","Вулиця","Підгаєцька"
"Шевченківський","Вулиця","Підгірна"
"Франківський","Вулиця","Піддубного Івана"
"Шевченківський","Вулиця","Підзамче"
"Галицький","Площа","Підкови Івана"
"Залізничний","Вулиця","Підлісна"
"Залізничний","Вулиця","Підміська"
"Шевченківський","Вулиця","Підмурна"
"Шевченківський","Вулиця","Підрічна"
"Франківський","Вулиця","Підстригача Ярослава"
"Залізничний","Вулиця","Пілотів"
"Личаківський","Вулиця","Піскова"
"Шевченківський","Вулиця","Піша"
"Залізничний","Вулиця","Планерна"
"Личаківський","Вулиця","Пластова"
"Шевченківський","Вулиця","Плетенецького Єлисея"
"Шевченківський","Вулиця","Плугова"
"Шевченківський","Вулиця","Плужника Євгена"
"Залізничний","Вулиця","Плющова"
"Залізничний","Вулиця","Повітряна"
"Личаківський","Вулиця","Поворотна"
"Франківський","Вулиця","Повстанська"
"Личаківський","Вулиця","Погідна"
"Личаківський","Вулиця","Погулянка"
"Личаківський","Вулиця","Подолинського Сергія"
"Личаківський","Вулиця","Поетична"
"Шевченківський","Вулиця","Пожежників"
"Шевченківський","Вулиця","Покутська"
"Шевченківський","Вулиця","Поліська"
"Франківський","Вулиця","Політехнічна"
"Франківський","Вулиця","Поліщука Віктора"
"Шевченківський","Вулиця","Половинна"
"Залізничний","Вулиця","Полтави Петра"
"Личаківський","Вулиця","Полтв'яна"
"Залізничний","Вулиця","Полуботка Павла"
"Личаківський","Вулиця","Полуднева"
"Шевченківський","Вулиця","Полунична"
"Шевченківський","Вулиця","Польна"
"Личаківський","Вулиця","Польова"
"Личаківський","Вулиця","Помірки"
"Личаківський","Вулиця","Поморянська"
"Франківський","Вулиця","Поперечна"
"Галицький","Вулиця","Поповича Євгена"
"Залізничний","Вулиця","Порічкова"
"Франківський","Вулиця","Порохова"
"Залізничний","Вулиця","Потебні Олександра"
"Личаківський","Вулиця","Потелицька"
"Франківський","Вулиця","Похила"
"Личаківський","Вулиця","Почаївська"
"Шевченківський","Вулиця","Поштова"
"Франківський","Вулиця","Природна"
"Залізничний","Вулиця","Прихильна"
"Личаківський","Вулиця","Приязна"
"Личаківський","Вулиця","Прогулкова"
"Галицький","Вулиця","Проїзд Крива Липа"
"Залізничний","Вулиця","Прокоповича"
"Личаківський","Вулиця","Промислова"
"Шевченківський","Вулиця","Промислова"
"Залізничний","Вулиця","Пропелерна"
"Личаківський","Вулиця","Просвіти"
"Франківський","Вулиця","Проста"
"Сихівський","Вулиця","Простора"
"Залізничний","Вулиця","Професорська"
"Шевченківський","Вулиця","Пстрака Ярослава"
"Франківський","Вулиця","Пташина"
"Франківський","Вулиця","Пулюя Івана"
"Залізничний","Вулиця","Пустомитівська"
"Личаківський","Вулиця","Пчілки Олени"
"Залізничний","Вулиця","Пшенична"
"Залізничний","Вулиця","П'ясецького Андрія"
"Личаківський","Вулиця","Радехівська"
"Сихівський","Вулиця","Радість"
"Сихівський","Вулиця","Райдужна"
"Шевченківський","Вулиця","Райніса Яна"
"Сихівський","Вулиця","Раковського Івана"
"Залізничний","Вулиця","Ранкова"
"Шевченківський","Вулиця","Раппопорта Якова"
"Личаківський","Вулиця","Ратича Олексія"
"Сихівський","Вулиця","Рахівська"
"Личаківський","Вулиця","Ребета Лева"
"Франківський","Вулиця","Ревуцького Лев"
"Залізничний","Вулиця","Резедова"
"Шевченківський","Вулиця","Реміснича"
"Личаківський","Вулиця","Рєпіна Ільї"
"Шевченківський","Вулиця","Ржегоржа Франтішека"
"Шевченківський","Вулиця","Рибна"
"Залізничний","Вулиця","Рилєєва Кіндрата"
"Личаківський","Вулиця","Рильського Максима"
"Личаківський","Вулиця","Римлянина Павла"
"Галицький","Площа","Ринок"
"Франківський","Вулиця","Рівна"
"Залізничний","Вулиця","Рівненська"
"Сихівський","Вулиця","Рівнинна"
"Шевченківський","Площа","Різні"
"Личаківський","Вулиця","Різьбярська"
"Шевченківський","Вулиця","Рільнича"
"Франківський","Вулиця","Робітнича"
"Личаківський","Вулиця","Родини Крушельницьких"
"Сихівський","Вулиця","Рожева"
"Сихівський","Вулиця","Розбіжна"
"Сихівський","Вулиця","Розвилиста"
"Личаківський","Вулиця","Розкіш"
"Залізничний","Вулиця","Розлога"
"Залізничний","Вулиця","Розсадна"
"Шевченківський","Вулиця","Розточчя"
"Залізничний","Вулиця","Роксоляни"
"Франківський","Вулиця","Романицького Бориса"
"Личаківський","Вулиця","Романчука Юліана"
"Сихівський","Вулиця","Ромашкова"
"Личаківський","Вулиця","Ромоданівська"
"Сихівський","Вулиця","Росиста"
"Шевченківський","Вулиця","Рослинна"
"Личаківський","Вулиця","Россі Карла"
"Шевченківський","Вулиця","Рубінова"
"Франківський","Вулиця","Рубчака Івана"
"Личаківський","Вулиця","Рудакі Абдаллаха"
"Галицький","Вулиця","Руданського Степана"
"Залізничний","Вулиця","Рудненська"
"Франківський","Вулиця","Рудницького Степана"
"Франківський","Вулиця","Русових"
"Личаківський","Вулиця","Руставелі Шотта"
"Галицький","Вулиця","Руська"
"Галицький","Вулиця","Рутковича Івана"
"Шевченківський","Вулиця","Ручай"
"Сихівський","Вулиця","Рядова"
"Залізничний","Вулиця","Ряснянська"
"Залізничний","Вулиця","Ряшівська"
"Сихівський","Вулиця","Садибна"
"Личаківський","Вулиця","Садівнича"
"Залізничний","Вулиця","Садова"
"Личаківський","Вулиця","Садовського Миколи"
"Личаківський","Вулиця","Саковича Касьяна"
"Личаківський","Вулиця","Саксаганського Панаса"
"Залізничний","Вулиця","Самарська"
"Залізничний","Вулиця","Самбірська"
"Личаківський","Вулиця","Самійленка Володимира"
"Личаківський","Вулиця","Самокиша Миколи"
"Галицький","Вулиця","Самчука Уласа"
"Залізничний","Вулиця","Санітарна"
"Франківський","Вулиця","Сарненська"
"Франківський","Вулиця","Сар'яна Мартироса"
"Франківський","Вулиця","Сахарова Андрея"
"Галицький","Вулиця","Свєнціцького Іларіона"
"Сихівський","Вулиця","Свидницького Анатолія"
"Сихівський","Вулиця","Світанкова"
"Шевченківський","Вулиця","Світла"
"Галицький","Проспект","Свободи"
"Шевченківський","Площа","Святого Теодора"
"Галицький","Площа","Святого Юра"
"Личаківський","Вулиця","Севастопольська"
"Галицький","Вулиця","Севери Івана"
"Шевченківський","Вулиця","Селянська"
"Франківський","Вулиця","Сельських"
"Франківський","Вулиця","Семирадського Генриха"
"Шевченківський","Вулиця","Сеньковича Федора"
"Галицький","Вулиця","Сербська"
"Залізничний","Вулиця","Сєченова Івана"
"Залізничний","Вулиця","Сигнальна"
"Залізничний","Вулиця","Сигнівка"
"Франківський","Вулиця","Симоненка Василя"
"Залізничний","Вулиця","Синявського Олекси"
"Сихівський","Вулиця","Сихівська"
"Франківський","Вулиця","Сімовича Василя"
"Шевченківський","Вулиця","Сінна"
"Залізничний","Вулиця","Сірка Івана"
"Сихівський","Вулиця","Січинського Дениса"
"Личаківський","Вулиця","Січнева"
"Личаківський","Вулиця","Січова"
"Галицький","Вулиця","Січових Стрільців"
"Личаківський","Вулиця","Скельна"
"Шевченківський","Вулиця","Скидана Карпа"
"Франківський","Вулиця","Скісна"
"Шевченківський","Вулиця","Скляна"
"Залізничний","Вулиця","Скнилівська"
"Залізничний","Провулок","Скнилівський 1-й"
"Залізничний","Провулок","Скнилівський 2-й"
"Залізничний","Провулок","Скнилівський 3-й"
"Залізничний","Провулок","Скнилівський 4-й"
"Залізничний","Провулок","Скнилівський 5-й"
"Залізничний","Провулок","Скнилівський 6-й"
"Залізничний","Провулок","Скнилівський 7-й"
"Залізничний","Провулок","Скнилівський 8-й"
"Залізничний","Провулок","Скнилівський 9-й"
"Личаківський","Вулиця","Сковороди Григорія"
"Сихівський","Вулиця","Скорини Франциска"
"Сихівський","Вулиця","Скрипника Миколи"
"Залізничний","Вулиця","Скромна"
"Залізничний","Вулиця","Сластіона Опанаса"
"Сихівський","Вулиця","Сливова"
"Личаківський","Вулиця","Сліпого Йосипа"
"Сихівський","Вулиця","Слобідська"
"Личаківський","Вулиця","Слободівни Марії"
"Галицький","Вулиця","Словацького Юліуша"
"Франківський","Вулиця","Слов'янська"
"Залізничний","Вулиця","Слюсарська"
"Франківський","Вулиця","Смаль-Стоцького Степана"
"Шевченківський","Вулиця","Смерекова"
"Франківський","Вулиця","Сметани Бедржиха"
"Личаківський","Вулиця","Сміла"
"Франківський","Вулиця","Сміливих"
"Личаківський","Вулиця","Смольського Григорія"
"Залізничний","Вулиця","Смотрицького Мелетія"
"Личаківський","Вулиця","Снігурівська"
"Шевченківський","Вулиця","Сніжна"
"Галицький","Вулиця","Снопківська"
"Галицький","Площа","Соборна"
"Франківський","Вулиця","Сокільницька"
"Личаківський","Вулиця","Соколина"
"Залізничний","Вулиця","Солов'їна"
"Личаківський","Вулиця","Солодова"
"Залізничний","Вулиця","Солом'янка"
"Франківський","Вулиця","Сонячна"
"Сихівський","Вулиця","Соняшникова"
"Личаківський","Вулиця","Сороки Михайла"
"Залізничний","Вулиця","Сорохтея Осипа"
"Шевченківський","Вулиця","Сорочинська"
"Шевченківський","Вулиця","Сосенка Модеста"
"Шевченківський","Вулиця","Соснова"
"Шевченківський","Вулиця","Сосюри Володимира"
"Шевченківський","Вулиця","Спадиста"
"Франківський","Вулиця","Спокійна"
"Залізничний","Вулиця","Сполучна"
"Шевченківський","Вулиця","Сріблиста"
"Шевченківський","Вулиця","Ставова"
"Галицький","Вулиця","Ставропігійська"
"Залізничний","Вулиця","Станційна"
"Личаківський","Вулиця","Станція Личаків"
"Шевченківський","Вулиця","Стара"
"Шевченківський","Площа","Старий Ринок"
"Франківський","Вулиця","Старицького Михайла"
"Залізничний","Вулиця","Стародубська"
"Галицький","Вулиця","Староєврейська"
"Личаківський","Вулиця","Старознесенська"
"Шевченківський","Вулиця","Староміська"
"Шевченківський","Вулиця","Стеблиста"
"Залізничний","Вулиця","Степанівни Олени"
"Шевченківський","Вулиця","Степового Якова"
"Галицький","Вулиця","Стефаника Василя"
"Шевченківський","Вулиця","Стеценка Кирила"
"Галицький","Вулиця","Стецька Ярослава"
"Личаківський","Вулиця","Стешенка Івана"
"Залізничний","Вулиця","Стороженка Олекси"
"Галицький","Вулиця","Стрийська"
"Сихівський","Вулиця","Стрийська"
"Франківський","Вулиця","Стрийська"
"Личаківський","Вулиця","Стрілецька"
"Шевченківський","Вулиця","Стрімка"
"Шевченківський","Вулиця","Струмок"
"Личаківський","Вулиця","Студентська"
"Шевченківський","Вулиця","Студинського Кирила"
"Сихівський","Вулиця","Стуса Василя"
"Залізничний","Вулиця","Суботівська"
"Залізничний","Вулиця","Судова"
"Франківський","Вулиця","Сулими Івана"
"Сихівський","Вулиця","Сумська"
"Сихівський","Вулиця","Сусідня"
"Франківський","Вулиця","Суха"
"Залізничний","Вулиця","Сушка Романа"
"Личаківський","Вулиця","Сушкевича Корнила"
"Шевченківський","Вулиця","Східна"
"Шевченківський","Вулиця","Сходова"
"Залізничний","Вулиця","Сяйво"
"Шевченківський","Вулиця","Сянська"
"Личаківський","Вулиця","Таджицька"
"Залізничний","Вулиця","Талліннська"
"Шевченківський","Вулиця","Таманська"
"Сихівський","Вулиця","Танячкевича Данила"
"Личаківський","Вулиця","Тарасівська"
"Личаківський","Вулиця","Таращанська"
"Личаківський","Вулиця","Тарнавка"
"Личаківський","Вулиця","Тарнавського Мирона"
"Галицький","Вулиця","Тарнавського Мирона"
"Шевченківський","Вулиця","Татарбунарська"
"Шевченківський","Вулиця","Татарська"
"Шевченківський","Вулиця","Творча"
"Галицький","Вулиця","Театральна"
"Личаківський","Вулиця","Теліги Олени"
"Залізничний","Вулиця","Темницьких"
"Шевченківський","Вулиця","Тена Бориса"
"Личаківський","Вулиця","Теребовельська"
"Франківський","Вулиця","Терлецького Олександра"
"Залізничний","Вулиця","Тернова"
"Сихівський","Вулиця","Тернопільська"
"Личаківський","Вулиця","Тершаковців"
"Шевченківський","Вулиця","Тесленка Архипа"
"Залізничний","Вулиця","Теслярська"
"Залізничний","Вулиця","Технічна"
"Галицький","Вулиця","Тиверська"
"Галицький","Вулиця","Тиктора Івана"
"Шевченківський","Вулиця","Тисова"
"Галицький","Вулиця","Тиха"
"Шевченківський","Вулиця","Тичини Павла"
"Залізничний","Вулиця","Тіниста"
"Залізничний","Вулиця","Тісна"
"Шевченківський","Вулиця","Ткацька"
"Франківський","Вулиця","Тобілевича"
"Личаківський","Вулиця","Толстого Лева"
"Залізничний","Вулиця","Томашівського Степана"
"Шевченківський","Вулиця","Топольна"
"Шевченківський","Провулок","Топольний 1-й"
"Шевченківський","Провулок","Топольний 2-й"
"Шевченківський","Провулок","Топольний 3-й"
"Шевченківський","Провулок","Топольний 4-й"
"Шевченківський","Провулок","Топольний 5-й"
"Шевченківський","Провулок","Топольний 6-й"
"Галицький","Вулиця","Торгова"
"Шевченківський","Вулиця","Торф'яна"
"Личаківський","Вулиця","Трависта"
"Залізничний","Вулиця","Трещаківського Лева"
"Сихівський","Вулиця","Трильовського Кирила"
"Франківський","Вулиця","Тролейбусна"
"Залізничний","Вулиця","Тростинна"
"Франківський","Вулиця","Трускавецька"
"Франківський","Вулиця","Труша Івана"
"Личаківський","Вулиця","Туган-Барановського Михайла"
"Шевченківський","Вулиця","Тунельна"
"Галицький","Вулиця","Турецька"
"Личаківський","Вулиця","Туркменська"
"Шевченківський","Вулиця","Турянського Осипа"
"Шевченківський","Вулиця","Тучапського Павла"
"Залізничний","Вулиця","Тюльпанова"
"Галицький","Вулиця","Тютюнників"
"Сихівський","Вулиця","Угорська"
"Залізничний","Вулиця","Ударна"
"Шевченківський","Вулиця","Ужгородська"
"Шевченківський","Вулиця","Узбецька"
"Галицький","Вулиця","Українки Лесі"
"Шевченківський","Вулиця","Уманська"
"Галицький","Вулиця","Університетська"
"Франківський","Вулиця","Урожайна"
"Залізничний","Вулиця","Устияновича Миколи"
"Галицький","Вулиця","Федорова Івана"
"Франківський","Вулиця","Федьковича Юрія"
"Залізничний","Вулиця","Фещенка-Чопівського Івана"
"Шевченківський","Вулиця","Фіалкова"
"Личаківський","Вулиця","Філатова Володимира"
"Залізничний","Вулиця","Флінти Зеновія"
"Личаківський","Площа","Франка Івана"
"Галицький","Вулиця","Франка Івана"
"Сихівський","Вулиця","Франка Івана"
"Галицький","Вулиця","Фредра"
"Галицький","Вулиця","Фурманська"
"Шевченківський","Вулиця","Хвильового"
"Шевченківський","Вулиця","Хімічна"
"Галицький","Вулиця","Хлібна"
"Шевченківський","Вулиця","Хмельницького Богдана"
"Личаківський","Вулиця","Хмельницького Богдана"
"Шевченківський","Вулиця","Хмільова"
"Шевченківський","Вулиця","Холмська"
"Шевченківський","Вулиця","Холодна"
"Личаківський","Вулиця","Холодного Петра"
"Франківський","Вулиця","Холодноярська"
"Шевченківський","Вулиця","Хорватська"
"Залізничний","Вулиця","Хоробрих"
"Сихівський","Вулиця","Хортицька"
"Залізничний","Вулиця","Хотинська"
"Сихівський","Вулиця","Хоткевича Гната"
"Франківський","Вулиця","Художня"
"Сихівський","Вулиця","Хуторівка"
"Залізничний","Провулок","Центральний"
"Залізничний","Вулиця","Церетелі Акакія"
"Личаківський","Вулиця","Цетнерівка"
"Шевченківський","Вулиця","Цехова"
"Шевченківський","Вулиця","Циганівка"
"Галицький","Вулиця","Чайковського Петра"
"Личаківський","Вулиця","Чарнецького Миколи"
"Франківський","Вулиця","Червона"
"Сихівський","Проспект","Червоної Калини"
"Шевченківський","Вулиця","Черемхова"
"Личаківський","Вулиця","Черемшини Марка"
"Личаківський","Вулиця","Черешнева"
"Личаківський","Вулиця","Черкаська"
"Личаківський","Вулиця","Чернеча Гора"
"Личаківський","Вулиця","Черника Федіра"
"Залізничний","Вулиця","Чернівецька"
"Личаківський","Вулиця","Чернігівська"
"Личаківський","Вулиця","Чехова Антона"
"Залізничний","Вулиця","Чечета Григорія"
"Шевченківський","Вулиця","Чигиринська"
"Залізничний","Вулиця","Чижевського Дмитра"
"Залізничний","Вулиця","Чикаленка Євгена"
"Сихівський","Вулиця","Чмоли Івана"
"Залізничний","Вулиця","Чоловського Олександра"
"Шевченківський","Проспект","Чорновола В'ячеслава"
"Шевченківський","Вулиця","Чорноморська"
"Шевченківський","Вулиця","Чубинського Павла"
"Залізничний","Вулиця","Чуваська"
"Залізничний","Вулиця","Чугайстра"
"Сихівський","Вулиця","Чукаріна Віктора"
"Личаківський","Вулиця","Чумацька"
"Франківський","Вулиця","Чупринки Тараса"
"Шевченківський","Вулиця","Чучмана Ігоря"
"Личаківський","Вулиця","Шатківського Олекси"
"Личаківський","Вулиця","Шафарика Павла"
"Галицький","Вулиця","Шахтарська"
"Галицький","Площа","Шашкевича Маркіяна"
"Шевченківський","Вулиця","Шведська"
"Галицький","Вулиця","Шевська"
"Галицький","Проспект","Шевченка Тараса"
"Шевченківський","Вулиця","Шевченка Тараса"
"Залізничний","Вулиця","Шептицьких"
"Шевченківський","Вулиця","Шеремети Павла"
"Залізничний","Вулиця","Широка"
"Личаківський","Вулиця","Шишманова Івана"
"Личаківський","Вулиця","Шімзерів"
"Шевченківський","Вулиця","Шкільна"
"Шевченківський","Вулиця","Шкіряна"
"Франківський","Вулиця","Шкрібляків"
"Шевченківський","Вулиця","Шолом-Алейхема"
"Галицький","Вулиця","Шопена Фрідріха"
"Галицький","Вулиця","Шпитальна"
"Шевченківський","Вулиця","Шполянська"
"Франківський","Вулиця","Шумського Олександра"
"Галицький","Вулиця","Шухевича Володимира"
"Галицький","Вулиця","Щепкіна"
"Шевченківський","Вулиця","Щепова"
"Залізничний","Вулиця","Щирецька"
"Личаківський","Вулиця","Щоголева Якова"
"Шевченківський","Вулиця","Щурата Василя"
"Залізничний","Вулиця","Юнаківа Миколи"
"Личаківський","Вулиця","Юнацька"
"Шевченківський","Вулиця","Яворівська"
"Залізничний","Вулиця","Яворницького Дмитра"
"Галицький","Площа","Яворського Стефана"
"Личаківський","Вулиця","Яловець"
"Личаківський","Вулиця","Ялтинська"
"Франківський","Вулиця","Янева"
"Шевченківський","Вулиця","Януша Богдана"
"Франківський","Вулиця","Японська"
"Франківський","Вулиця","Яреми Якима"
"Личаківський","Вулиця","Яричівська"
"Личаківський","Вулиця","Ярова"
"Залізничний","Вулиця","Ярослава Мудрого"
"Залізничний","Вулиця","Ярославенка Ярослава"
"Личаківський","Вулиця","Ярошинської Євгенії"
"Залізничний","Вулиця","Ясна"
"Шевченківський","Вулиця","Яцкова Миколи"
