"district","street_type","name"
"Подільський","Вулиця","Золочівська"
"Подільський","Провулок","Золочівський"
"Шевченківський","Вулиця","Зоологічна"
"Дарницький","Вулиця","Зоотехніків"
"Святошинський","Вулиця","Зорге Ріхарда"
"Подільський","Вулиця","Зоряна"
"Подільський","Провулок","Зоряний"
"Дарницький","Вулиця","Зрошувальна"
"Печерський","Вулиця","Іванова Андрія"
"Оболонський","Вулиця","Івашкевича Ярослава"
"Подільський","Вулиця","Ігорівська"
"Дарницький","Вулиця","Іжевська"
"Голосіївський","Вулиця","Ізюмська"
"Подільський","Вулиця","Іллінська"
"Дарницький","Вулиця","Ілліча"
"Голосіївський","Провулок","Інгульський"
"Солом'янський","Провулок","Індустріальний"
"Голосіївський","Вулиця","Інженерна"
"Дарницький","Провулок","Інженерний"
"Печерський","Провулок","Інженерний"
"Печерський","Вулиця","Інститутська"
"Подільський","Площа","Інтернаціональна"
"Шевченківський","Вулиця","Ірининська"
"Святошинський","Вулиця","Ірпінська"
"Голосіївський","Вулиця","Іртиська"
"Святошинський","Вулиця","Ірчана Мирослава"
"Шевченківський","Вулиця","Ісаакяна"
"Солом'янський","Вулиця","Іскрівська"
"Подільський","Вулиця","Їжакевича Івана"
"Оболонський","Вулиця","Кабельна"
"Солом'янський","Вулиця","Каблукова"
"Подільський","Вулиця","Кавалерідзе Івана"
"Солом'янський","Вулиця","Кавказька"
"Солом'янський","Вулиця","Кадетський гай"
"Деснянський","Вулиця","Кадіївська"
"Деснянський","Провулок","Кадіївський"
"Оболонський","Вулиця","Казанська"
"Голосіївський","Вулиця","Кайсарова"
"Солом'янський","Вулиця","Кайсарова"
"Дніпровський","Вулиця","Калачівська"
"Шевченківський","Вулиця","Калинова"
"Дарницький","Вулиця","Калініна"
"Солом'янський","Вулиця","Калінінградська"
"Святошинський","Вулиця","Калінінська"
"Подільський","Вулиця","Кальвінна"
"Святошинський","Вулиця","Кам'янець-Подільська"
"Святошинський","Провулок","Кам'янець-Подільський"
"Солом'янський","Вулиця","Каменярів"
"Солом'янський","Провулок","Каменярів"
"Печерський","Вулиця","Камєнєва Командарма"
"Голосіївський","Вулиця","Камишинська"
"Дарницький","Вулиця","Канальна"
"Подільський","Вулиця","Канівська"
"Деснянський","Провулок","Кантемирівський"
"Солом'янський","Вулиця","Кар'єрна"
"Солом'янський","Вулиця","Караваєва Професора"
"Дніпровський","Вулиця","Карбишева Генерала"
"Подільський","Вулиця","Кареловська"
"Деснянський","Провулок","Карельський"
"Дніпровський","Провулок","Карельський"
"Дніпровський","Вулиця","Кармелюка Устима"
"Дніпровський","Провулок","Кармелюка Устима"
"Солом'янський","Вулиця","Карпатська"
"Солом'янський","Вулиця","Карпинського Академіка"
"Святошинський","Вулиця","Картвелішвілі"
"Голосіївський","Вулиця","Касіяна Василя"
"Дніпровський","Вулиця","Каунаська"
"Дніпровський","Вулиця","Каховська"
"Святошинський","Вулиця","Качалова"
"Солом'янський","Вулиця","Качалова"
"Святошинський","Вулиця","Качури Якова"
"Святошинський","Провулок","Качури Якова"
"Деснянський","Вулиця","Каштанова"
"Голосіївський","Вулиця","Кащенка Академіка"
"Голосіївський","Вулиця","Квітки-Основ'яненка"
"Голосіївський","Провулок","Квітки-Основ'яненка"
"Голосіївський","Вулиця","Квіткові луки"
"Голосіївський","Вулиця","Квітнева"
"Подільський","Провулок","Квітневий"
"Голосіївський","Вулиця","Квітуча"
"Шевченківський","Провулок","Квітучий"
"Оболонський","Вулиця","Кемеровська"
"Голосіївський","Провулок","Керамічний"
"Солом'янський","Вулиця","Керченська"
"Деснянський","Площа","Керченська"
"Дніпровський","Площа","Керченська"
"Подільський","Провулок","Кецховелі Ладо"
"Дніпровський","Вулиця","Кибальчича Миколи"
"Подільський","Вулиця","Кизилова"
"Солом'янський","Вулиця","Київська"
"Шевченківський","Вулиця","Кирило-Мефодіївська"
"Шевченківський","Вулиця","Кирпоноса"
"Деснянський","Вулиця","Кисловодська"
"Деснянський","Провулок","Кисловодський"
"Голосіївський","Вулиця","Китаївська"
"Солом'янський","Вулиця","Кишинівська"
"Шевченківський","Провулок","Киянівський"
"Печерський","Вулиця","Кіквідзе"
"Голосіївський","Дорога","Кільцева"
"Святошинський","Дорога","Кільцева"
"Солом'янський","Дорога","Кільцева"
"Солом'янський","Вулиця","Кінцева"
"Деснянський","Вулиця","Кіото"
"Святошинський","Вулиця","Кіпріанова Академіка"
"Деснянський","Вулиця","Кірова"
"Голосіївський","Вулиця","Кіровоградська"
"Солом'янський","Вулиця","Кіровоградська"
"Голосіївський","Провулок","Кіровоградський"
"Солом'янський","Провулок","Кіровоградський"
"Святошинський","Вулиця","Кіровська"
"Солом'янський","Вулиця","Кірпи Георгія"
"Святошинський","Вулиця","Клавдіївська"
"Голосіївський","Вулиця","Клейова долина"
"Дарницький","Вулиця","Клеманська"
"Печерський","Провулок","Кленовий"
"Солом'янський","Вулиця","Клименка Івана"
"Солом'янський","Вулиця","Клінічна"
"Солом'янський","Провулок","Клінічний"
"Печерський","Узвіз","Кловський"
"Шевченківський","Вулиця","Кмитів Яр"
"Дарницький","Вулиця","Княжий Затон"
"Подільський","Вулиця","Кобзарська"
"Подільський","Провулок","Кобзарський"
"Солом'янський","Вулиця","Кобилянської Ольги"
"Солом'янський","Провулок","Кобилянської Ольги"
"Голосіївський","Вулиця","Ковалевської Софії"
"Солом'янський","Провулок","Ковальський"
"Голосіївський","Вулиця","Ковельська"
"Голосіївський","Вулиця","Ковпака"
"Печерський","Вулиця","Ковпака"
"Шевченківський","Вулиця","Кожум'яцька"
"Голосіївський","Вулиця","Козацька"
"Голосіївський","Провулок","Козацький"
"Солом'янський","Вулиця","Козелецька"
"Солом'янський","Вулиця","Козицького Пилипа"
"Печерський","Провулок","Козловського Івана"
"Печерський","Вулиця","Козятинська"
"Печерський","Провулок","Козятинський"
"Солом'янський","Вулиця","Колективізації"
"Дарницький","Вулиця","Колекторна"
"Дарницький","Провулок","Колекторний"
"Святошинський","Вулиця","Коллонтай"
"Голосіївський","Провулок","Коломийський"
"Солом'янський","Вулиця","Колоскова"
"Солом'янський","Вулиця","Колоскова"
"Святошинський","Бульвар","Кольцова"
"Солом'янський","Проспект","Комарова Космонавта"
"Солом'янський","Вулиця","Комбайнерів"
"Дніпровський","Вулиця","Комбінатна"
"Дарницький","Вулиця","Комінтерну"
"Дарницький","Провулок","Комінтерну 1-й"
"Дарницький","Провулок","Комінтерну 2-й"
"Дарницький","Провулок","Комінтерну 3-й"
"Дарницький","Вулиця","Комсомольська"
"Солом'янський","Вулиця","Комсомольська"
"Дарницький","Провулок","Комсомольський"
"Голосіївський","Вулиця","Комунальна"
"Дарницький","Вулиця","Комуністична"
"Оболонський","Вулиця","Кондратюка Юрія"
"Солом'янський","Вулиця","Кондукторська"
"Голосіївський","Вулиця","Конєва Маршала"
"Оболонський","Вулиця","Коноплянська"
"Голосіївський","Вулиця","Конотопська"
"Голосіївський","Провулок","Конотопський"
"Печерський","Площа","Конституції"
"Подільський","Площа","Контрактова"
"Солом'янський","Вулиця","Кооперативна"
"Подільський","Вулиця","Копайгородська"
"Шевченківський","Вулиця","Коперника"
"Печерський","Вулиця","Копиленка Олександра"
"Подільський","Вулиця","Копилівська"
"Оболонський","Вулиця","Корабельна"
"Голосіївський","Вулиця","Корінна"
"Голосіївський","Вулиця","Короленківська"
"Святошинський","Вулиця","Корольова Академіка"
"Святошинський","Проспект","Корольова Академіка"
"Святошинський","Вулиця","Коростенська"
"Святошинський","Вулиця","Корсунська"
"Солом'янський","Вулиця","Корсунь-Шевченківська"
"Голосіївський","Вулиця","Корчуватська"
"Голосіївський","Провулок","Корчуватський"
"Подільський","Вулиця","Косенка"
"Дніпровський","Вулиця","Космічна"
"Солом'янський","Вулиця","Космодем'янської Зої"
"Солом'янський","Площа","Космонавтів"
"Шевченківський","Провулок","Косогірний"
"Голосіївський","Вулиця","Костичева Академіка"
"Святошинський","Вулиця","Костюка"
"Подільський","Вулиця","Костянтинівська"
"Шевченківський","Вулиця","Костьольна"
"Святошинський","Вулиця","Котельникова Михайла"
"Святошинський","Вулиця","Котика Валі"
"Солом'янський","Вулиця","Котляревського"
"Подільський","Вулиця","Котовського"
"Шевченківський","Вулиця","Котовського"
"Дарницький","Вулиця","Котовського"
"Дарницький","Провулок","Котовського"
"Дарницький","Вулиця","Коцюбинського"
"Шевченківський","Вулиця","Коцюбинського Михайла"
"Шевченківський","Вулиця","Коцюбинського Юрія"
"Дарницький","Вулиця","Кочерги Івана"
"Дарницький","Провулок","Кочерги Івана"
"Голосіївський","Вулиця","Кочубеївська"
"Голосіївський","Провулок","Кочубеївський"
"Дарницький","Вулиця","Кошиця Олександра"
"Голосіївський","Вулиця","Кошового Олега"
"Голосіївський","Провулок","Кошового Олега"
"Шевченківський","Вулиця","Кравченка Миколи"
"Дарницький","Вулиця","Кравчука Михайла"
"Деснянський","Провулок","Краєвидний"
"Деснянський","Провулок","Крайній"
"Деснянський","Вулиця","Крайня"
"Дніпровський","Вулиця","Краківська"
"Голосіївський","Вулиця","Краматорська"
"Голосіївський","Провулок","Краматорський"
"Святошинський","Вулиця","Крамського Івана"
"Солом'янський","Вулиця","Красикова Петра"
"Голосіївський","Вулиця","Красилівська"
"Подільський","Вулиця","Красицького"
"Святошинський","Вулиця","Краснова Миколи"
"Подільський","Вулиця","Красноводська"
"Подільський","Провулок","Красноводський"
"Шевченківський","Вулиця","Краснодарська"
"Солом'янський","Вулиця","Краснодонська"
"Солом'янський","Провулок","Краснодонський"
"Дарницький","Вулиця","Краснокутська"
"Дарницький","Провулок","Краснокутський"
"Святошинський","Провулок","Кременецький"
"Святошинський","Вулиця","Кржижановського Академіка"
"Солом'янський","Вулиця","Кривоноса Максима"
"Солом'янський","Провулок","Кривоноса Максима"
"Солом'янський","Площа","Кривоноса Петра"
"Голосіївський","Вулиця","Криворізька"
"Святошинський","Вулиця","Криленка"
"Дарницький","Вулиця","Крилова"
"Шевченківський","Провулок","Криловський"
"Голосіївський","Вулиця","Кримська"
"Святошинський","Вулиця","Кримського Академіка"
"Дарницький","Вулиця","Кринична"
"Солом'янський","Вулиця","Кринична"
"Святошинський","Вулиця","Кричевського Федора"
"Печерський","Провулок","Кріпосний"
"Дарницький","Вулиця","Кронштадтська"
"Печерський","Вулиця","Кропивницького"
"Солом'янський","Вулиця","Кругла"
"Печерський","Вулиця","Круглоуніверситетська"
"Дарницький","Вулиця","Крупської"
"Голосіївський","Вулиця","Крута"
"Дарницький","Вулиця","Крута"
"Печерський","Узвіз","Крутий"
"Солом'янський","Вулиця","Крутогірна"
"Святошинський","Вулиця","Крушельницького"
"Дарницький","Вулиця","Крушельницької Соломії"
"Солом'янський","Вулиця","Кубанська"
"Печерський","Вулиця","Кудрі Івана"
"Шевченківський","Вулиця","Кудрявська"
"Шевченківський","Узвіз","Кудрявський"
"Солом'янський","Вулиця","Кудряшова"
"Солом'янський","Провулок","Кудряшова"
"Деснянський","Вулиця","Кузбаська"
"Деснянський","Провулок","Кузбаський"
"Святошинський","Вулиця","Кузнецова Миколи"
"Шевченківський","Провулок","Кузьминський"
"Подільський","Вулиця","Кукурудзяна"
"Подільський","Проїзд","Кукурудзяний"
"Святошинський","Вулиця","Кулібіна"
"Святошинський","Провулок","Кулібіна"
"Солом'янський","Вулиця","Куп'янська"
"Солом'янський","Провулок","Куп'янський"
"Святошинський","Вулиця","Купріна"
"Печерський","Вулиця","Курганівська"
"Печерський","Провулок","Курганівський"
"Оболонський","Вулиця","Куренівська"
"Оболонський","Провулок","Куренівський"
"Дніпровський","Вулиця","Курнатовського"
"Оболонський","Вулиця","Курортна"
"Солом'янський","Вулиця","Курська"
"Деснянський","Вулиця","Курчатова Академіка"
"Голосіївський","Вулиця","Кустанайська"
"Голосіївський","Провулок","Кустанайський"
"Деснянський","Вулиця","Кутузова"
"Печерський","Вулиця","Кутузова"
"Печерський","Провулок","Кутузова"
"Святошинський","Вулиця","Кучера Василя"
"Голосіївський","Вулиця","Лабораторна"
"Печерський","Вулиця","Лабораторна"
"Печерський","Провулок","Лабораторний"
"Голосіївський","Вулиця","Лаврова Юрія"
"Печерський","Вулиця","Лаврська"
"Печерський","Провулок","Лаврський"
"Деснянський","Вулиця","Лаврухіна Миколи"
"Шевченківський","Вулиця","Лагерна"
"Дніпровський","Вулиця","Лазо Сергія"
"Деснянський","Вулиця","Лазо Сергія"
"Голосіївський","Вулиця","Лазурна"
"Печерський","Вулиця","Ластовського"
"Голосіївський","Вулиця","Лауреатська"
"Голосіївський","Вулиця","Лебедєва Академіка"
"Дніпровський","Вулиця","Лебедєва Миколи"
"Солом'янський","Вулиця","Лебедєва-Кумача"
"Оболонський","Вулиця","Лебединська"
"Дарницький","Вулиця","Левадна"
"Дарницький","Провулок","Левадний"
"Дарницький","Провулок","Левадний 2-й"
"Солом'янський","Вулиця","Леваневського"
"Голосіївський","Вулиця","Левітана"
"Голосіївський","Провулок","Левітана"
"Печерський","Вулиця","Лейпцизька"
"Дарницький","Вулиця","Леніна"
"Солом'янський","Вулиця","Леніна"
"Деснянський","Вулиця","Леніна"
"Дніпровський","Площа","Ленінградська"
"Святошинський","Вулиця","Ленінська"
"Шевченківський","Вулиця","Леонтовича"
"Солом'янський","Бульвар","Лепсе Івана"
"Дарницький","Вулиця","Лермонтова"
"Деснянський","Вулиця","Лермонтова"
"Дарницький","Провулок","Лермонтова 1-й"
"Дарницький","Провулок","Лермонтова 2-й"
"Дарницький","Провулок","Лермонтова 3-й"
"Шевченківський","Вулиця","Лермонтовська"
"Подільський","Вулиця","Лесі Українки"
"Деснянський","Вулиця","Лесі Українки"
"Печерський","Бульвар","Лесі Українки"
"Печерський","Площа","Лесі Українки"
"Святошинський","Проспект","Леся Курбаса"
"Печерський","Вулиця","Лєскова"
"Шевченківський","Вулиця","Либідська"
"Оболонський","Вулиця","Ливарська"
"Солом'янський","Вулиця","Липківського Василя Митрополита"
"Голосіївський","Вулиця","Липнева"
"Святошинський","Вулиця","Липова"
"Печерський","Вулиця","Липська"
"Печерський","Провулок","Липський"
"Шевченківський","Вулиця","Лисенка"
"Солом'янський","Вулиця","Лисичанська"
"Солом'янський","Провулок","Лисичанський"
"Голосіївський","Вулиця","Лисогірська"
"Голосіївський","Провулок","Лисогірський"
"Голосіївський","Вулиця","Листопадна"
"Голосіївський","Провулок","Листопадний"
"Подільський","Вулиця","Лисянська"
"Святошинський","Вулиця","Литвиненко-Вольгемут"
"Голосіївський","Провулок","Литовський"
"Святошинський","Вулиця","Личанська"
"Дніпровський","Вулиця","Лікарняна"
"Дніпровський","Провулок","Лікарняний"
"Солом'янський","Вулиця","Лінійна"
"Оболонський","Вулиця","Лінія 1-а"
"Оболонський","Вулиця","Лінія 10-а"
"Оболонський","Вулиця","Лінія 11-а"
"Оболонський","Вулиця","Лінія 12-а"
"Оболонський","Вулиця","Лінія 13-а"
"Оболонський","Вулиця","Лінія 14-а"
"Оболонський","Вулиця","Лінія 2-а"
"Оболонський","Вулиця","Лінія 3-я"
"Оболонський","Вулиця","Лінія 4-а"
"Оболонський","Вулиця","Лінія 5-а"
"Оболонський","Вулиця","Лінія 6-а"
"Оболонський","Вулиця","Лінія 7-а"
"Оболонський","Вулиця","Лінія 8-а"
"Оболонський","Вулиця","Лінія 9-а"
"Деснянський","Вулиця","Лісківська"
"Оболонський","Вулиця","Лісна"
"Дарницький","Вулиця","Лісна"
"Голосіївський","Вулиця","Ліснича"
"Голосіївський","Вулиця","Лісова-Козинська"
"Дарницький","Провулок","Лісовий"
"Деснянський","Проспект","Лісовий"
"Голосіївський","Вулиця","Лісоводна"
"Подільський","Вулиця","Лісозахисна"
"Подільський","Провулок","Лісозахисний"
"Святошинський","Вулиця","Лісорубна"
"Дніпровський","Вулиця","Літинська"
"Дніпровський","Провулок","Літинський"
"Печерський","Вулиця","Літня"
"Дніпровський","Вулиця","Лобачевського"
"Дніпровський","Провулок","Лобачевського"
"Подільський","Вулиця","Лодигіна"
"Подільський","Провулок","Лодигіна"
"Деснянський","Провулок","Лозовий"
"Солом'янський","Вулиця","Локомотивна"
"Голосіївський","Вулиця","Ломоносова"
"Дніпровський","Вулиця","Лохвицька"
"Печерський","Вулиця","Лубенська"
"Солом'янський","Вулиця","Луганська"
"Оболонський","Вулиця","Лугова"
"Дарницький","Вулиця","Лугова"
"Солом'янський","Вулиця","Лугова"
"Дарницький","Провулок","Луговий"
"Деснянський","Провулок","Луговий"
"Шевченківський","Вулиця","Лук'янівська"
"Шевченківський","Площа","Лук'янівська"
"Солом'янський","Вулиця","Лукашевича Миколи"
"Печерський","Вулиця","Лумумби Патріса"
"Дніпровський","Вулиця","Луначарського"
"Дніпровський","Провулок","Луначарського"
"Дніпровський","Площа","Луначарського Анатолія"
"Голосіївський","Вулиця","Луценка Дмитра"
"Дарницький","Вулиця","Любарська"
"Дарницький","Провулок","Любарський"
"Оболонський","Вулиця","Любимівська"
"Святошинський","Вулиця","Любимівська"
"Голосіївський","Вулиця","Любомирська"
"Дніпровський","Вулиця","Люботинська"
"Дніпровський","Провулок","Люботинський"
"Голосіївський","Вулиця","Любченка Панаса"
"Печерський","Вулиця","Лютеранська"
"Голосіївський","Вулиця","Лютнева"
"Дарницький","Вулиця","Лютнева"
"Подільський","Провулок","Лютневий"
"Голосіївський","Вулиця","Лятошинського"
"Святошинський","Вулиця","Львівська"
"Шевченківський","Площа","Львівська"
"Шевченківський","Вулиця","Магістральна"
"Деснянський","Вулиця","Магнітогорська"
"Деснянський","Провулок","Магнітогорський"
"Печерський","Вулиця","Мазепи Івана"
"Шевченківський","Вулиця","Майбороди Платона"
"Голосіївський","Вулиця","Майкопська"
"Голосіївський","Провулок","Майкопський"
"Оболонський","Вулиця","Майорова Михайла"
"Дніпровський","Вулиця","Макаренка"
"Деснянський","Вулиця","Макаренка"
"Дніпровський","Провулок","Макаренка"
"Шевченківський","Вулиця","Макарівська"
"Оболонський","Вулиця","Макіївська"
"Оболонський","Провулок","Макіївський"
"Шевченківський","Вулиця","Мала Житомирська"
"Голосіївський","Вулиця","Малевича Казимира"
"Подільський","Вулиця","Малинова"
"Оболонський","Вулиця","Малиновського Маршала"
"Святошинський","Вулиця","Малинська"
"Святошинський","Провулок","Малинський"
"Дніпровський","Вулиця","Малишка Андрія"
"Дарницький","Вулиця","Малоземельна"
"Голосіївський","Вулиця","Малокитаївська"
"Голосіївський","Провулок","Малокитаївський"
"Дніпровський","Провулок","Маломарганецький"
"Шевченківський","Вулиця","Малопідвальна"
"Святошинський","Вулиця","Мальовнича"
"Святошинський","Провулок","Мальовничий"
"Солом'янський","Вулиця","Маміна-Сибіряка"
"Печерський","Провулок","Мар'яненка Івана"
"Дніпровський","Вулиця","Марганецька"
"Дніпровський","Провулок","Марганецький"
"Оболонський","Вулиця","Марка Вовчка"
"Дніпровський","Вулиця","Марка Черемшини"
"Дарницький","Вулиця","Маркса Карла"
"Солом'янський","Вулиця","Маркса Карла"
"Деснянський","Вулиця","Маркса Карла"
"Солом'янський","Вулиця","Мартиросяна"
"Святошинський","Вулиця","Маршака"
"Святошинський","Провулок","Маршака"
"Святошинський","Провулок","Маршака 2-й"
"Святошинський","Провулок","Маршака 3-й"
"Голосіївський","Вулиця","Маршальська"
"Дарницький","Вулиця","Маслівка"
"Оболонський","Вулиця","Мате Залки"
"Деснянський","Вулиця","Матеюка Миколи"
"Голосіївський","Вулиця","Матикіна Генерала"
"Деснянський","Вулиця","Матросова"
"Печерський","Вулиця","Матросова Олександра"
"Дніпровський","Вулиця","Машиністівська"
"Солом'янський","Вулиця","Машинобудівна"
"Солом'янський","Провулок","Машинобудівний"
"Деснянський","Вулиця","Маяковського"
"Деснянський","Проспект","Маяковського Володимира"
"Солом'янський","Вулиця","Медвинська"
"Солом'янський","Вулиця","Медична"
"Солом'янський","Вулиця","Медова"
"Подільський","Вулиця","Межигірська"
"Подільський","Вулиця","Межова"
"Подільський","Провулок","Межовий"
"Голосіївський","Вулиця","Мейтуса Композитора"
"Деснянський","Вулиця","Меліоративна"
"Шевченківський","Вулиця","Мельникова"
"Святошинський","Вулиця","Мельниченка"
"Печерський","Вулиця","Менделєєва"
"Солом'янський","Вулиця","Металістів"
"Солом'янський","Провулок","Металістів"
"Солом'янський","Вулиця","Метробудівська"
"Голосіївський","Вулиця","Метрологічна"
"Шевченківський","Провулок","Мефодіївський"
"Солом'янський","Вулиця","Механізаторів"
"Печерський","Вулиця","Мечникова"
"Дніпровський","Вулиця","Микешина"
"Дніпровський","Вулиця","Микитенка Івана"
"Голосіївський","Вулиця","Микільсько-Ботанічна"
"Дніпровський","Вулиця","Микільсько-Слобідська"
"Деснянський","Вулиця","Милославська"
"Подільський","Провулок","Мильний"
"Дніпровський","Вулиця","Мильчакова Олександра"
"Солом'янський","Вулиця","Миронівська"
"Деснянський","Вулиця","Миропільська"
"Дніпровський","Вулиця","Миропільська"
"Святошинський","Вулиця","Миру"
"Деснянський","Вулиця","Миру"
"Святошинський","Провулок","Миру"
"Дніпровський","Проспект","Миру"
"Голосіївський","Вулиця","Мистецька"
"Шевченківський","Вулиця","Михайлівська"
"Шевченківський","Площа","Михайлівська"
"Шевченківський","Провулок","Михайлівський"
"Солом'янський","Вулиця","Мишина Михайла"
"Дарницький","Вулиця","Мишуги Олександра"
"Святошинський","Вулиця","Міжнародна"
"Деснянський","Вулиця","Мілютенка"
"Дніпровський","Вулиця","Мініна"
"Подільський","Вулиця","Мінська"
"Оболонський","Площа","Мінська"
"Подільський","Провулок","Мінський"
"Оболонський","Проспект","Мінський"
"Оболонський","Вулиця","Міська"
"Подільський","Вулиця","Міська"
"Солом'янський","Вулиця","Міцкевича Адама"
"Печерський","Вулиця","Мічуріна"
"Солом'янський","Вулиця","Мічуріна"
"Деснянський","Вулиця","Мічуріна"
"Печерський","Провулок","Мічуріна"
"Подільський","Вулиця","Мліївська"
"Солом'янський","Вулиця","Можайська"
"Шевченківський","Вулиця","Молдавська"
"Солом'янський","Вулиця","Молодіжна"
"Солом'янський","Вулиця","Молодогвардійська"
"Дарницький","Вулиця","Молочанська"
"Дарницький","Провулок","Молочанський"
"Солом'янський","Вулиця","Монтажників"
"Подільський","Вулиця","Моринецька"
"Подільський","Провулок","Моринецький"
"Оболонський","Вулиця","Морозова Павлика"
"Дарницький","Вулиця","Москаленка Маршала"
"Голосіївський","Вулиця","Москвіна"
"Голосіївський","Провулок","Москвіна"
"Святошинський","Вулиця","Москворіцька"
"Печерський","Вулиця","Московська"
"Солом'янський","Вулиця","Московська"
"Голосіївський","Площа","Московська"
"Солом'янський","Провулок","Московський"
"Оболонський","Проспект","Московський"
"Подільський","Вулиця","Мостицька"
"Деснянський","Вулиця","Мостищенська"
"Деснянський","Провулок","Мостищенський"
"Дарницький","Вулиця","Мостова"
"Солом'янський","Вулиця","Мостова"
"Солом'янський","Провулок","Мостовий"
"Голосіївський","Вулиця","Моторна"
"Голосіївський","Провулок","Моторний"
"Печерський","Провулок","Музейний"
"Святошинський","Вулиця","Музичанська"
"Оболонський","Вулиця","Мукачівська"
"Шевченківський","Вулиця","Мурашка Миколи"
"Деснянський","Вулиця","Мурманська"
"Шевченківський","Вулиця","Муромська"
"Солом'янський","Вулиця","Набережна"
"Печерський","Шосе","Набережне"
"Голосіївський","Провулок","Набережний"
"Голосіївський","Вулиця","Набережно-Жилянська"
"Голосіївський","Вулиця","Набережно-Корчуватська"
"Подільський","Вулиця","Набережно-Лугова"
"Голосіївський","Дорога","Набережно-Печерська"
"Подільський","Дорога","Набережно-Рибальська"
"Подільський","Вулиця","Набережно-Хрещатицька"
"Оболонський","Вулиця","Навашина Академіка"
"Дніпровський","Проспект","Навої Алішера"
"Шевченківський","Вулиця","Нагірна"
"Шевченківський","Провулок","Нагірний"
"Солом'янський","Вулиця","Над'ярна"
"Голосіївський","Шосе","Наддніпрянське"
"Печерський","Шосе","Наддніпрянське"
"Подільський","Вулиця","Нарбута Георгія"
"Солом'янський","Вулиця","Народна"
"Солом'янський","Провулок","Народний"
"Солом'янський","Вулиця","Народного ополчення"
"Голосіївський","Проспект","Науки"
"Святошинський","Вулиця","Наумова Генерала"
"Деснянський","Вулиця","Нахімова"
"Оболонський","Вулиця","Нахімова"
"Шевченківський","Вулиця","Невська"
"Шевченківський","Провулок","Невський"
"Шевченківський","Площа","Майдан Незалежності"
"Деснянський","Вулиця","Некрасова"
"Шевченківський","Вулиця","Некрасовська"
"Печерський","Вулиця","Немировича-Данченка"
"Шевченківський","Вулиця","Нестерова Петра"
"Шевченківський","Провулок","Несторівський"
"Солом'янський","Вулиця","Неходи Івана"
"Солом'янський","Вулиця","Нечуя-Левицького"
"Солом'янський","Провулок","Нечуя-Левицького"
"Подільський","Вулиця","Нижній Вал"
"Дарницький","Вулиця","Нижній Вал"
"Солом'янський","Вулиця","Нижньоключова"
"Подільський","Вулиця","Нижньоюрківська"
"Подільський","Провулок","Нижньоюрківський"
"Солом'янський","Вулиця","Ніжинська"
"Деснянський","Вулиця","Ніколаєва Архітектора"
"Голосіївський","Вулиця","Нікопольська"
"Печерський","Вулиця","Німанська"
"Солом'янський","Вулиця","Ніщинського Петра"
"Солом'янський","Вулиця","Нова"
"Дніпровський","Вулиця","Новаторів"
"Дніпровський","Провулок","Новаторів"
"Солом'янський","Вулиця","Новгородська"
"Оболонський","Вулиця","Новикова-Прибоя"
"Солом'янський","Вулиця","Нововокзальна"
"Дарницький","Вулиця","Новодарницька"
"Солом'янський","Провулок","Новодачний"
"Оболонський","Вулиця","Новозабарська"
"Голосіївський","Вулиця","Новокорчуватська"
"Оболонський","Вулиця","Новокостянтинівська"
"Подільський","Вулиця","Новокостянтинівська"
"Шевченківський","Вулиця","Новомакарівська"
"Солом'янський","Вулиця","Новомічурінська"
"Подільський","Вулиця","Новомостицька"
"Печерський","Провулок","Новонаводницький"
"Солом'янський","Провулок","Новонародний"
"Печерський","Провулок","Новопечерський"
"Голосіївський","Вулиця","Новопирогівська"
"Солом'янський","Вулиця","Новопольова"
"Дніпровський","Вулиця","Новоросійська"
"Деснянський","Площа","Новоросійська"
"Дніпровський","Площа","Новоросійська"
"Печерський","Вулиця","Новоселицька"
"Печерський","Провулок","Новоселицький"
"Шевченківський","Вулиця","Новоукраїнська"
"Подільський","Вулиця","Оболонська"
"Оболонський","Набережна","Оболонська"
"Оболонський","Проспект","Оболонський"
"Солом'янський","Вулиця","Оборонна"
"Солом'янський","Провулок","Оборонний"
"Шевченківський","Вулиця","Обсерваторна"
"Шевченківський","Провулок","Обсерваторний"
"Святошинський","Вулиця","Обухівська"
"Шевченківський","Провулок","Овочевий"
"Солом'янський","Провулок","Овражний"
"Шевченківський","Вулиця","Овруцька"
"Святошинський","Вулиця","Огарьова"
"Подільський","Вулиця","Огуречна"
"Солом'янський","Вулиця","Одеська"
"Голосіївський","Площа","Одеська"
"Подільський","Вулиця","Одоєвського"
"Подільський","Провулок","Одоєвського"
"Дарницький","Вулиця","Озерна"
"Оболонський","Вулиця","Озерна"
"Солом'янський","Вулиця","Озерна"
"Дарницький","Провулок","Озерний"
"Дніпровський","Вулиця","Окіпної Раїси"
"Святошинський","Вулиця","Олевська"
"Шевченківський","Вулиця","Олегівська"
"Деснянський","Вулиця","Олександрівська"
"Шевченківський","Вулиця","Олександрівська"
"Солом'янський","Вулиця","Олексіївська"
"Дарницький","Вулиця","Пчілки Олени"
"Подільський","Вулиця","Оленівська"
"Дарницький","Вулиця","Олійника Степана"
"Печерський","Вулиця","Ольгинська"
"Шевченківський","Вулиця","Ольжича"
"Святошинський","Вулиця","Онискевича Григорія"
"Шевченківський","Вулиця","Оранжерейна"
"Голосіївський","Вулиця","Орбітна"
"Солом'янський","Вулиця","Організаторська"
